Country Name	Country Code	Time	Time Code	GDP (constant 2010 US$) [NY.GDP.MKTP.KD]	GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]	GNI (constant 2010 US$) [NY.GNP.MKTP.KD]	GNI growth (annual %) [NY.GNP.MKTP.KD.ZG]	"Population, total [SP.POP.TOTL]"	Population growth (annual %) [SP.POP.GROW]	"Manufacturing, value added (constant 2010 US$) [NV.IND.MANF.KD]"	Medium and high-tech Industry (including construction) (% manufacturing value added) [NV.MNF.TECH.ZS.UN]	Households and NPISHs Final consumption expenditure (constant 2010 US$) [NE.CON.PRVT.KD]	Broad money (% of GDP) [FM.LBL.BMNY.GD.ZS]	"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]"	Consumer price index (2010 = 100) [FP.CPI.TOTL]	"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]"	Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE]	Lending interest rate (%) [FR.INR.LEND]	"Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]"	"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]"	"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]"	"Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]"	Military expenditure (% of central government expenditure) [MS.MIL.XPND.ZS]	Final consumption expenditure (constant 2010 US$) [NE.CON.TOTL.KD]
Kazakhstan	KAZ	1990	YR1990	96294232758	..	..	..	16348000	0.604342663	..	11.24147905	52797860758	..	..	..	..	372290.9362	..	..	7.9	22.2	..	..	66214835514
Kazakhstan	KAZ	2005	YR2005	1.09E+11	9.699999999	1.03E+11	5.989061132	15147029	0.888891382	13478686863	6.942231603	44998962355	27.20931381	132.88	61.45888674	..	291641.047	..	..	10.37	18.42	4927561279	4.682647542	57065876245
Kazakhstan	KAZ	2015	YR2015	1.86E+11	1.2	1.79E+11	8.325402562	17542806	1.461484685	19441068195	16.60410248	94523418503	41.88880408	221.7283333	137.7713877	4.9710989	..	..	..	7.48	22.66	7565172921	4.852968531	1.18E+11
Kenya	KEN	1990	YR1990	21765118855	4.192050974	20996557007	2.984443509	23402507	3.34331631	2901866526	18.95454817	15376611750	29.57701587	22.91476667	8.669019857	..	38943.126	18.75	..	10.445	42.408	-476548601.1	8.793852478	16937746103
Kenya	KEN	2005	YR2005	31322527291	5.906666082	31310709865	6.742917488	36048288	2.737271423	3811444111	9.644881735	24083247386	38.90671465	75.55410945	55.52692196	..	48661.628	12.8825	..	10.392	38.177	-1396557728	7.033481434	28459096405
Kenya	KEN	2015	YR2015	52337445097	5.718507131	51783418729	6.05195599	47236259	2.599336534	5384976606	13.07164198	41204762715	42.43511248	98.17845333	150.1896388	..	..	16.08661379	..	5.841	31.782	-7057775678	4.84681876	48790207488
Kyrgyz Republic	KGZ	1990	YR1990	4812459356	5.702796635	4757574648	..	4391200	1.924484883	1529657009	20.34749719	4361752726	..	..	..	..	33283.18809	..	..	6.9	29.1	..	..	6070492581
Kyrgyz Republic	KGZ	2005	YR2005	3859382253	-0.175548229	3692303586	0.835254131	5162600	1.127864459	723433100.7	5.963782947	3342693942	21.14820663	41.01182051	59.83833448	8.144599915	10852.4673	21.70292531	..	7.2	21.3	-449548169.5	10.39534027	4145511058
Kyrgyz Republic	KGZ	2015	YR2015	6082952723	3.875825531	5822534481	4.094509065	5956900	2.059025966	819891515.2	4.132225289	5429449995	33.25120009	64.46210827	146.3581034	7.559999943	..	23.63011258	..	5.8	27.4	-2422081515	9.384473525	6390896259
Cambodia	KHM	1990	YR1990	..	..	..	..	8973342	3.218283085	..	1.086228494	..	..	426.25	..	..	19521.916	..	..	12.678	42.357	..	..	..
Cambodia	KHM	2005	YR2005	8138335730	13.25008691	7796209336	12.56897003	13270201	1.570832895	1144510573	0.259529189	6721545092	19.26880451	4092.5	67.76151636	..	101252.49	..	..	7.478	26.147	-533988077.7	9.143657438	6985692454
Cambodia	KHM	2015	YR2015	15903594934	7.036087179	14895315095	6.490431358	15517635	1.60352658	2623241107	0.259529189	12360285610	72.40213415	4067.75	117.4932986	..	..	..	..	6.109	23.682	-1432394700	10.34156567	13269718164
Kiribati	KIR	1990	YR1990	122458569.2	-0.869565217	..	..	72412	2.166593208	4942804.74	..	..	..	1.281056667	..	..	39.7799279	..	..	9.738	36.714	-35244342.56	..	..
Kiribati	KIR	2005	YR2005	157331547.1	4.951631626	..	..	92325	1.950112929	7168085.784	..	..	..	1.309473333	..	14.64999962	..	..	..	7.199	29.571	..	..	..
Kiribati	KIR	2015	YR2015	190694739.8	10.29603364	..	..	112407	1.749085489	..	..	..	..	1.331090262	99.54742449	..	..	..	..	7.01	28.547	-157508116.4	..	..
St. Kitts and Nevis	KNA	1990	YR1990	374410304.3	4.890818842	..	..	40834	-0.0440712	37060760.73	..	..	65.51144856	2.7	52.21806439	..	..	12	..	..	..	-49981481.48	..	..
St. Kitts and Nevis	KNA	2005	YR2005	688436496.1	8.771432629	..	..	48611	1.325318109	70203294.14	..	..	113.648866	2.7	81.65945536	..	..	10.0349577	..	..	..	-53470834.44	..	..
St. Kitts and Nevis	KNA	2015	YR2015	839792649	3.976354829	..	..	54288	1.016421314	51309091.71	..	..	158.4096401	2.7	105.657994	..	..	9.296916667	..	..	..	12780404.15	..	..
"Korea, Rep."	KOR	1990	YR1990	3.63E+11	9.811229684	3.62E+11	10.06678875	42869283	0.985130494	67446613976	45.15577534	2.19E+11	34.7512522	707.7641667	44.55091684	2.453999996	300501.326	..	..	5.6	15.2	-2809200000	..	2.81E+11
"Korea, Rep."	KOR	2005	YR2005	8.95E+11	3.923677392	8.88E+11	3.309614871	48184561	0.211997784	2.22E+11	60.16343077	4.73E+11	111.0514941	1024.116667	86.15312805	3.700000048	561372.5433	5.593333333	..	5	8.9	23182200000	12.56149564	5.94E+11
"Korea, Rep."	KOR	2015	YR2015	1.27E+12	2.790236167	1.27E+12	2.75466507	51014947	0.527288497	3.62E+11	63.65296915	6.12E+11	143.6826739	1131.1575	109.8273408	3.599999905	..	3.533333333	..	5.4	8.6	1.07E+11	12.64042266	7.95E+11
Kuwait	KWT	1990	YR1990	..	..	..	..	2099615	0.127867047	..	4.893015884	..	..	0.288455	55.73630468	..	..	..	..	2.561	23.257	1098958243	52.56201708	..
Kuwait	KWT	2005	YR2005	1.09E+11	10.07595099	..	..	2276623	3.063370342	..	21.04058161	..	55.46665748	0.292	76.0977569	..	91416.6572	7.498258333	93.27445984	2.54	20.926	26309246575	15.44461191	..
Kuwait	KWT	2015	YR2015	1.38E+11	0.593019617	1.50E+11	-0.940680553	3935794	3.97406926	7841385206	27.03668369	42299720865	99.32135537	0.300852025	118.1316318	2.200000048	..	4.2949	95.68544769	2.681	16.872	10251823890	9.204345508	67448011165
Latin America & Caribbean (excluding high income)	LAC	1990	YR1990	2.48E+12	0.582199087	..	..	387713894	1.940409676	4.19E+11	..	1.36E+12	27.67776075	..	..	..	3003209.98	..	83.96974	6.794845461	27.63730209	..	..	1.78E+12
Latin America & Caribbean (excluding high income)	LAC	2005	YR2005	3.73E+12	3.926267865	..	..	492360617	1.325144616	5.64E+11	..	2.28E+12	41.0369915	..	..	..	4160111.117	..	90.24293	5.604421039	20.32616689	..	4.186340097	2.87E+12
Latin America & Caribbean (excluding high income)	LAC	2015	YR2015	4.99E+12	-0.339278681	..	..	556257851	1.11024094	6.12E+11	..	3.16E+12	66.9869007	..	..	..	..	..	93.06719	5.749092119	17.26252582	..	4.115462166	3.96E+12
Lao PDR	LAO	1990	YR1990	1967420993	6.704578687	..	..	4258472	2.859923767	..	..	..	7.23783886	707.7499811	3.670105804	..	30128.598	..	..	13.682	42.898	-109500000	..	..
Lao PDR	LAO	2005	YR2005	4848156050	7.107568369	4735556657	8.698539303	5754026	1.566261806	511480813.9	..	3530397893	19.07634013	10655.16667	78.50432209	1.350000024	53444.812	..	72.70226288	8.328	28.57	-163625276.1	2.488120445	3905267798
Lao PDR	LAO	2015	YR2015	10373602257	7.269591775	9904126923	7.310642534	6663967	1.322792589	1138445696	..	7231969999	..	8147.907956	125.8040293	..	..	..	..	6.754	24.317	-2262173126	..	8805344325
Lebanon	LBN	1990	YR1990	11436223491	26.53316009	..	..	2703016	0.981898621	..	10.83216988	..	193.7315816	695.0891667	..	..	..	39.9425	..	6.826	24.621	..	19.14428883	..
Lebanon	LBN	2005	YR2005	26338308473	2.732282853	26085951679	6.160616038	3986852	3.148874851	2090878939	19.94960076	23416915423	231.7089527	1507.5	..	..	19431.44925	10.12	..	4.88	14.021	-3624286959	14.24897726	27473078829
Lebanon	LBN	2015	YR2015	42069990678	0.815560066	41516000135	0.735781799	5851479	4.334248771	2808559503	19.94960076	39418977898	249.5913155	1507.5	114.9705763	..	..	7.45	..	4.591	15.377	-11426359326	16.82427806	44943591931
Liberia	LBR	1990	YR1990	858956846.8	-51.03086495	..	..	2097232	-1.621930594	..	..	..	..	46.43872809	..	..	1752.526409	..	..	18.168	45.331	..	..	..
Liberia	LBR	2005	YR2005	912479873.1	5.28197573	766255942	5.427447304	3261230	2.63515373	48099799.68	..	1347085598	20.31156163	57.09583333	61.75968788	..	2082.70263	17.03333333	..	12.128	40.206	-816363861.3	10.42207792	1410075479
Liberia	LBR	2015	YR2015	1653502630	0	1421863573	1.400659135	4499621	2.449607646	57176472.46	..	2218863887	35.70667122	86.18836657	147.590891	..	..	13.60666667	..	8.12	34.721	-2005401821	1.712847222	2525316701
Libya	LBY	1990	YR1990	..	..	..	..	4436661	2.458536426	..	..	..	68.13694563	0.28317719	57.9164305	..	61074.1542	7	..	5.151	29.38	2508323501	..	..
Libya	LBY	2005	YR2005	61714049045	11.87072893	..	..	5792688	1.529569378	..	..	..	26.56461926	1.308384824	79.80206612	..	69931.74	6.125	..	4.686	21.081	15860000000	5.023896855	..
Libya	LBY	2015	YR2015	37867414356	-8.862039401	..	..	6234955	0.49597085	..	..	..	185.6788864	1.38120986	..	..	..	..	..	5.201	20.186	-9742900000	..	..
St. Lucia	LCA	1990	YR1990	897276348.8	9.918963793	..	..	138185	1.626206312	33840216.19	5.376474881	..	58.57938638	2.7	57.12083646	..	278.116504	10.70833333	..	6.409	28.26	-38437037.04	..	..
St. Lucia	LCA	2005	YR2005	1225024026	-0.36249053	..	..	163714	0.897648412	33468220.43	7.829181495	..	82.50600259	2.7	87.33839691	18.70000076	473.06637	10.60530455	..	6.817	14.473	-69931712.22	..	..
St. Lucia	LCA	2015	YR2015	1465619042	1.963608034	..	..	177206	0.443971354	45071869.87	7.829181495	..	80.3445768	2.7	111.3541871	24.08959961	..	8.855416667	..	7.472	12.239	208155793.9	..	..
Latin America & Caribbean	LCN	1990	YR1990	2.87E+12	0.386508854	..	..	445044474	1.874146585	5.05E+11	..	1.61E+12	26.34261316	..	..	..	3365946.006	..	84.51249	6.886429872	26.86089826	..	..	2.07E+12
Latin America & Caribbean	LCN	2005	YR2005	4.45E+12	4.251633376	..	..	560673962	1.284563969	6.90E+11	..	2.70E+12	42.02721053	..	..	..	4714765.485	..	90.50969	5.788508682	19.99381563	..	4.418856785	3.39E+12
Latin America & Caribbean	LCN	2015	YR2015	5.95E+12	0.08098876	..	..	631062657	1.077483585	7.65E+11	..	3.79E+12	62.65825927	..	..	..	..	..	93.23081	5.922714285	17.10039881	..	3.96337418	4.73E+12
Least developed countries: UN classification	LDC	1990	YR1990	2.52E+11	0.099339613	..	..	510827576	2.745642372	34026708570	..	..	22.83803432	..	..	..	3545639.23	..	45.09105	15.03211011	42.41944387	..	..	..
Least developed countries: UN classification	LDC	2005	YR2005	4.67E+11	8.721832174	4.59E+11	7.07429827	754118072	2.490020941	45861930618	..	3.41E+11	29.00242722	..	..	..	4513302.818	..	55.41898	10.43153793	36.60239437	..	10.27562779	3.90E+11
Least developed countries: UN classification	LDC	2015	YR2015	8.44E+11	3.775027461	8.14E+11	3.91268967	956631108	2.401945134	96353780416	..	5.89E+11	42.54861979	..	..	..	..	..	62.25665	7.830185475	32.52506474	..	9.980768772	6.86E+11
Low income	LIC	1990	YR1990	1.96E+11	0.311656062	..	..	352473181	2.842827939	33140366533	..	..	26.97878804	..	..	..	2391195.746	..	46.36885	15.82496479	44.29772668	..	..	..
Low income	LIC	2005	YR2005	2.93E+11	6.023822855	2.89E+11	5.971717178	534172627	2.798465415	26466038878	..	2.37E+11	33.64665741	..	..	..	3237664.986	..	53.26303	11.46132518	39.60600636	..	9.864874117	2.71E+11
Low income	LIC	2015	YR2015	4.86E+11	1.782688265	4.59E+11	0.720856041	696058453	2.57693731	37141047804	..	3.57E+11	33.64053287	..	..	..	..	..	59.75239	8.367014314	35.45318641	..	7.152447313	4.31E+11
Liechtenstein	LIE	1990	YR1990	..	2.252870971	..	..	28747	1.18978203	..	..	..	..	..	..	0.150000006	..	..	..	6.8	13.2	..	..	..
Liechtenstein	LIE	2005	YR2005	..	4.828074952	..	..	34852	0.737245592	..	..	..	..	..	..	2.660000086	..	..	..	6.2	11	..	..	..
Liechtenstein	LIE	2015	YR2015	..	..	..	..	37403	0.740644738	..	..	..	..	..	..	..	..	..	..	6.7	8.7	..	..	..
Sri Lanka	LKA	1990	YR1990	20612664784	6.399995307	20470329292	6.476874544	17329713	1.271778414	3202872950	8.202841764	14104692615	28.25875047	40.06291667	14.48720808	15.89999962	18379.0014	..	..	6.498	20.625	-672036980.3	7.506662392	15480981093
Sri Lanka	LKA	2005	YR2005	41634991236	6.241748045	41142058913	6.022284218	19524558	0.781656163	7835489378	19.5372151	29599780507	41.67780342	100.4980517	58.2514172	7.670000076	27223.2922	10.76416667	..	6.134	18.656	-2178712930	11.07552818	32750214405
Sri Lanka	LKA	2015	YR2015	76488884324	5.007683305	74509613692	4.704414646	20966000	0.934429494	13728302069	6.678642808	52417291821	52.48198287	135.8569128	131.3659494	4.666500092	..	6.9575	..	6.814	15.6	-6063314670	12.54364987	58240678672
Lower middle income	LMC	1990	YR1990	1.78E+12	3.658461276	1.72E+12	5.298867082	1881674731	2.295478686	2.52E+11	..	1.09E+12	41.23658205	..	..	..	6649910.644	..	57.80083	10.54777996	32.36992242	..	..	1.29E+12
Lower middle income	LMC	2005	YR2005	3.26E+12	6.858564752	3.20E+12	6.516312811	2479864962	1.637614622	5.12E+11	..	2.09E+12	55.07756905	..	..	..	7662359.459	..	69.40597	8.474279636	25.82077086	..	9.106862968	2.40E+12
Lower middle income	LMC	2015	YR2015	5.87E+12	5.703220568	5.85E+12	6.048273766	2889349899	1.46760133	9.50E+11	..	3.64E+12	63.09925475	..	..	..	..	..	75.83826	7.529211954	22.6605246	..	8.245748415	4.24E+12
Low & middle income	LMY	1990	YR1990	8.31E+12	2.24186126	..	..	4250768747	1.968302879	..	..	4.78E+12	43.9159437	..	..	..	22036430.61	..	69.28267	9.369761152	28.66133317	..	..	5.59E+12
Low & middle income	LMY	2005	YR2005	1.48E+13	6.999436182	1.43E+13	7.419881591	5366142729	1.365531194	..	..	8.24E+12	73.22421408	..	..	..	28280819.52	..	79.35941	8.182882356	22.40150818	..	7.911896877	9.95E+12
Low & middle income	LMY	2015	YR2015	2.58E+13	3.895941831	2.61E+13	4.769328695	6122845409	1.302664461	..	..	1.27E+13	125.6449111	..	..	..	..	..	83.23758	7.456169891	20.66809047	..	6.320091628	1.68E+13
Lesotho	LSO	1990	YR1990	1093541171	6.04547333	..	..	1603938	1.75579046	77015120.56	..	294045102.5	40.64072641	2.587320833	37.77450568	..	1882.4258	20.41666667	..	10.464	35.42	-1091703366	10.91186736	362352290.7
Lesotho	LSO	2005	YR2005	1887937269	3.466122936	..	..	1949543	0.814524015	271800527.6	..	1617641613	24.23284568	6.359328333	70.86631637	..	3703.9041	11.71666667	..	16.82	29.017	-988959799	5.00585343	2202049287
Lesotho	LSO	2015	YR2015	2910839259	2.516587746	3289402522	3.637490472	2174645	1.335998003	280340876.4	..	2604680283	31.6978944	12.75893088	127.0810125	..	..	10.59083333	..	12.919	28.158	-1074561960	3.572397291	3736200813
Late-demographic dividend	LTE	1990	YR1990	5.10E+12	0.276572223	..	..	1851248918	1.397145137	..	..	..	..	..	..	2.958285257	11933998.75	..	82.11533	7.174421528	21.10322583	..	..	..
Late-demographic dividend	LTE	2005	YR2005	9.63E+12	7.165874427	9.10E+12	7.885401781	2116451896	0.643990045	..	..	..	93.62193606	..	..	4.639389466	15684802.41	..	92.92669	7.232991593	13.4252767	..	8.221934814	6.07E+12
Late-demographic dividend	LTE	2015	YR2015	1.74E+13	3.814688231	1.77E+13	4.894932744	2250812795	0.606590868	..	..	..	156.8723315	..	..	..	..	..	95.73705	7.388976766	13.01880378	..	5.81707684	1.04E+13
Lithuania	LTU	1990	YR1990	..	..	..	..	3697838	0.36799903	..	22.48687262	..	..	..	..	..	54344.5327	..	..	10.8	15.4	..	..	..
Lithuania	LTU	2005	YR2005	35012502276	7.727407918	34543315523	8.386121276	3322528	-1.628401126	5828389275	20.48081211	23361073739	..	2.774025	77.65760461	..	23569.40751	..	..	13.2	8.9	-1873460121	3.477090479	30628522102
Lithuania	LTU	2015	YR2015	44687574443	2.034648974	42843256420	-0.898740327	2904910	-0.940753797	8158998459	23.13760464	28901123493	..	..	107.6249179	9.119999886	..	..	..	14.4	10.8	-273912663	3.307386939	36446798469
Luxembourg	LUX	1990	YR1990	25172281398	5.319932182	30173186346	7.639188552	381850	1.251745707	..	17.1269212	9908108226	..	33.41791667	64.67338429	..	13101.9844	8.229166667	..	9.9	12.9	..	..	14388681854
Luxembourg	LUX	2005	YR2005	47158078345	3.172442733	53375080499	7.753751348	465158	1.530054663	4013125301	15.85787292	15703982880	..	..	89.69241969	..	13445.8188	..	..	7.8	11.5	8694025987	1.497783891	23763630169
Luxembourg	LUX	2015	YR2015	61317077716	2.861674636	40060060354	5.426229843	569604	2.359951181	3336950990	21.26271787	19291309692	..	..	109.2001092	6.668600082	..	..	..	7	10.7	20440236326	1.153151484	29564601341
Latvia	LVA	1990	YR1990	..	..	..	..	2663151	-0.142736398	..	34.91208933	..	..	..	..	..	33667.7706	..	..	13.1	14.2	..	..	..
Latvia	LVA	2005	YR2005	24343389028	10.69703706	24099214543	11.8318256	2238799	-1.080571457	3251353437	17.78945191	14484786596	..	0.564716667	72.14088285	..	13288.2027	..	..	14.6	9.8	-2324957586	4.667519182	19089652824
Latvia	LVA	2015	YR2015	28247565849	2.971703832	28088192406	2.75504186	1977527	-0.818626341	3095522980	21.52342703	17569896951	..	..	107.5448705	9.873000145	..	..	..	14.4	11.1	-138863395.2	2.774270788	22320041947
"Macao SAR, China"	MAC	1990	YR1990	7405683885	7.978313377	..	..	343935	3.260753755	..	4.560582693	2697957378	118.62012	8.020991667	53.55875529	..	..	10.4	..	4.53	18.995	..	..	3500450571
"Macao SAR, China"	MAC	2005	YR2005	16525726404	8.059460705	15463406010	6.972940508	482559	2.328377786	..	2.036729411	4938005421	140.0402521	8.011064583	79.74388704	4.099999905	..	7	..	3.768	7.471	3939937632	..	6441585725
"Macao SAR, China"	MAC	2015	YR2015	32198767338	-21.59450546	29303744925	-15.95789834	600942	2.044412618	..	6.30643072	9088361619	130.5389395	7.984960417	131.3370877	1.809999943	..	5.3	..	3.753	11.992	17770820665	..	13069661029
St. Martin (French part)	MAF	1990	YR1990	..	..	..	..	30036	8.18310506	..	..	..	..	..	..	..	..	..	..	2.8	24.9	..	..	..
St. Martin (French part)	MAF	2005	YR2005	..	..	..	..	27906	1.414675343	..	..	..	..	..	..	..	..	..	..	3.7	17.5	..	..	..
St. Martin (French part)	MAF	2015	YR2015	..	..	..	..	31754	0.70792281	..	..	..	..	..	..	..	..	..	..	4.2	15.4	..	..	..
Morocco	MAR	1990	YR1990	43185385082	3.411812226	41940820039	4.106465118	24879136	1.857830159	8161085116	21.76930061	24472123326	46.1509068	8.242341667	56.8991152	15.80000019	37543.266	9	..	7.387	29.314	-1543978703	14.50021379	35633641526
Morocco	MAR	2005	YR2005	73014076005	3.291639684	72695370116	3.854255502	30521070	1.126150291	12030146557	22.42652186	42528284441	92.01915556	8.865008333	89.70339924	11.21000004	70022.09	..	..	5.781	21.3	-3951168995	10.51285644	55608297828
Morocco	MAR	2015	YR2015	1.13E+11	4.549502042	1.11E+11	4.960636179	34803322	1.404045472	16707618317	27.74923642	65963945040	116.8816816	9.76434828	106.2178157	9.455300331	..	..	..	5.145	20.397	-7927842024	10.52065407	86410720586
Monaco	MCO	1990	YR1990	..	2.643454173	..	..	29439	0.43233374	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Monaco	MCO	2005	YR2005	..	1.895413784	..	..	33793	1.427595139	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Monaco	MCO	2015	YR2015	..	..	..	..	38307	0.457882248	..	..	..	..	..	..	..	..	..	..	7.6	8.1	..	..	..
Moldova	MDA	1990	YR1990	..	..	..	..	3696000	0.406669938	..	14.15884875	..	..	..	..	..	38029.79932	..	..	10.355	18.573	..	..	..
Moldova	MDA	2005	YR2005	4960910882	7.500000095	5563184843	6.543947119	3595187	-0.24330723	716751868.8	6.887593924	4503373786	42.03461087	12.599625	65.13621936	..	12762.8576	19.26083333	..	11.98	10.347	-1212240000	1.078248426	5679691570
Moldova	MDA	2015	YR2015	7038084252	-0.40000013	7540238654	-3.263775697	3554108	-0.064383615	830449556.9	18.76169465	6329871803	52.22243159	18.81847515	135.72658	3.694200039	..	14.14924417	..	11.424	10.524	-1998450000	0.932863103	7722084088
Madagascar	MDG	1990	YR1990	5711154233	3.130029428	5494570286	6.536209892	11598633	2.886200258	..	8.840622791	4877947359	16.1574385	298.8293333	8.180954913	..	48353.24978	..	..	15.153	44.339	-338246580	7.232834774	5520513109
Madagascar	MDG	2005	YR2005	7588974027	4.602899965	7473696440	5.04809635	18336724	2.953901101	..	2.828976375	6846223797	20.12979015	2003.025833	62.92245901	2.359999895	159818.564	..	..	8.498	37.923	-787518466.1	5.023259269	7679253930
Madagascar	MDG	2015	YR2015	9940681351	3.116614714	9551591230	2.043680276	24234088	2.694577946	..	3.556118499	8044580150	25.54869785	2933.508333	139.5491802	1.799999952	..	56.71666667	..	6.475	33.4	-295958299.8	3.994832229	8884032396
Maldives	MDV	1990	YR1990	..	..	..	..	223215	3.010618228	..	2.633324634	..	26.08787303	9.551741667	..	..	..	..	96.01825714	8.761	41.063	19873000	..	..
Maldives	MDV	2005	YR2005	1748799599	-13.12905343	..	..	318836	2.67409805	69065966.5	2.633324634	..	45.24338493	12.8	73.31235089	..	..	13	..	3.64	19.639	-384035397.1	..	..
Maldives	MDV	2015	YR2015	3391382356	2.245924401	..	..	418403	2.457269951	71828366.52	2.633324634	..	49.52756734	15.36633122	132.0428424	..	..	11.10124634	..	3.377	18.806	375920282.9	..	..
Middle East & North Africa	MEA	1990	YR1990	1.27E+12	13.14524178	..	..	255989130	3.520484885	1.05E+11	..	..	54.52801006	..	..	..	1012934.944	..	57.83767	7.127765887	33.69178851	..	..	..
Middle East & North Africa	MEA	2005	YR2005	2.25E+12	5.066969928	2.23E+12	4.779396146	348956287	2.02004827	2.15E+11	..	9.93E+11	58.50550722	..	..	11.64725567	1849848.528	..	75.13866	5.352208646	23.82318713	..	17.84726737	1.35E+12
Middle East & North Africa	MEA	2015	YR2015	3.23E+12	2.523570392	3.26E+12	3.061143535	428974903	1.88700742	3.36E+11	..	1.43E+12	83.92163221	..	..	10.51426659	..	..	79.24977	5.002127027	23.3174894	..	20.44809308	2.00E+12
Mexico	MEX	1990	YR1990	6.40E+11	5.068306313	6.21E+11	5.45405676	85357874	1.963892036	1.04E+11	42.09677292	3.43E+11	22.38861115	2.812599167	11.75431898	..	494151.02	..	87.55615234	5.4	28.548	-3110000000	1.803660469	4.17E+11
Mexico	MEX	2005	YR2005	9.83E+11	2.307807066	9.51E+11	2.069738196	108472228	1.370662385	1.62E+11	39.83576811	6.89E+11	26.59939251	10.89789167	80.50282362	3.557899952	641308.82	9.695	91.63027191	4.592	21.799	-14730763431	1.889894164	8.02E+11
Mexico	MEX	2015	YR2015	1.22E+12	3.270472129	1.20E+12	3.068404384	125890949	1.334898066	1.89E+11	39.75945968	7.85E+11	36.48062097	15.84826667	119.4106732	4.312699795	..	3.4225	94.47228241	4.824	18.512	-24335065190	2.473284124	9.25E+11
Marshall Islands	MHL	1990	YR1990	124396956	2.676246464	..	..	47298	3.187829004	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Marshall Islands	MHL	2005	YR2005	152345999	2.915454115	198694889.4	3.694117181	52055	-0.036493196	2975497.889	..	..	..	..	..	25.37000084	..	..	..	..	35	-101535553.8	..	215824397.9
Marshall Islands	MHL	2015	YR2015	175685334.4	-0.364546612	237826247.2	7.195906874	52994	0.181316863	2731247.944	..	..	..	..	..	..	..	..	..	..	..	-111262525.8	..	225253119.1
Middle income	MIC	1990	YR1990	8.13E+12	2.274186841	..	..	3898295566	1.889963348	..	..	4.64E+12	44.51247366	..	..	..	19645234.86	..	70.85745	8.784944447	27.24473585	..	..	5.45E+12
Middle income	MIC	2005	YR2005	1.45E+13	7.014859958	1.40E+13	7.441497282	4831970102	1.209569267	..	..	8.03E+12	74.00316836	..	..	..	25043154.54	..	81.37667	7.820436485	20.49949784	..	7.874330908	9.71E+12
Middle income	MIC	2015	YR2015	2.53E+13	3.928398233	2.56E+13	4.828221642	5426786956	1.141508984	..	..	1.24E+13	126.7683382	..	..	..	..	..	85.35088	7.33933742	18.77163126	..	6.305532143	1.64E+13
"Macedonia, FYR"	MKD	1990	YR1990	7693306832	..	7611537270	..	1996228	-0.032155485	1240501064	22.58947789	4246353666	..	..	..	23.60000038	14328.5064	..	..	7.547	17.724	..	..	5751650757
"Macedonia, FYR"	MKD	2005	YR2005	7736396749	4.723377527	7599842463	3.531895183	2060272	0.15665537	927348953.8	14.115648	6054898337	35.46894549	49.28368333	86.80629616	37.24990082	11591.60108	12.13333333	..	8.905	11.593	-1093903653	6.245656924	7534676926
"Macedonia, FYR"	MKD	2015	YR2015	10614404462	3.841623807	10267581107	2.394650961	2079308	0.087230505	1435205797	15.3482857	7398304427	59.84554834	55.537075	109.6977693	26.06839943	..	7.079158056	..	9.745	11.296	-1631227768	3.083039065	9313505665
Mali	MLI	1990	YR1990	4073912797	-2.502395103	4059767314	..	8465188	1.855905519	..	..	3200084385	18.4939064	272.264788	52.87238013	..	30794.145	..	..	20.492	48.795	-409784904	..	3871585177
Mali	MLI	2005	YR2005	8527273414	6.534762657	8278948285	6.619481833	12798763	3.230500808	..	..	5545016952	24.56823558	527.4681428	85.86010343	..	87079.094	8.679166667	..	15.108	48.411	-458321518.1	6.398599044	6860980715
Mali	MLI	2015	YR2015	12686032241	5.962581591	12312358566	6.097828878	17467905	2.93397742	..	..	9365441639	26.83817696	591.4495075	110.3080898	7.729199886	..	5.154166667	33.06888962	10.667	43.219	..	11.2718329	11261036818
Malta	MLT	1990	YR1990	4259391258	6.291390958	..	..	354170	0.978313699	..	25.66256126	..	..	0.31779	59.29746661	3.900000095	2605.29414	..	..	7.8	15.2	-333323893.1	..	..
Malta	MLT	2005	YR2005	7909139073	3.783652259	7661870160	0.766595236	403834	0.637436918	..	36.30289715	4819337748	..	0.345777392	88.94332983	..	3166.96708	..	92.36309052	7.8	9.6	-257920752.1	1.945950299	6279205298
Malta	MLT	2015	YR2015	11278543046	9.621648064	10837179273	10.49098938	445053	2.386395363	..	19.18471092	5753754570	..	..	108.1607815	5.39109993	..	..	..	8	10	756917696.2	1.222004186	7800806623
Myanmar	MMR	1990	YR1990	8011896470	2.816933273	..	..	40626250	1.51634743	..	12.41267972	..	27.88969958	6.338558333	1.679852451	6	875447.03	..	..	10.324	27.254	-280566188.4	..	..
