Country Name	Country Code	Time	Time Code	GDP (constant 2010 US$) [NY.GDP.MKTP.KD]	GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]	GNI (constant 2010 US$) [NY.GNP.MKTP.KD]	GNI growth (annual %) [NY.GNP.MKTP.KD.ZG]	"Population, total [SP.POP.TOTL]"	Population growth (annual %) [SP.POP.GROW]	"Manufacturing, value added (constant 2010 US$) [NV.IND.MANF.KD]"	Medium and high-tech Industry (including construction) (% manufacturing value added) [NV.MNF.TECH.ZS.UN]	Households and NPISHs Final consumption expenditure (constant 2010 US$) [NE.CON.PRVT.KD]	Broad money (% of GDP) [FM.LBL.BMNY.GD.ZS]	"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]"	Consumer price index (2010 = 100) [FP.CPI.TOTL]	"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]"	Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE]	Lending interest rate (%) [FR.INR.LEND]	"Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]"	"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]"	"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]"	"Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]"	Military expenditure (% of central government expenditure) [MS.MIL.XPND.ZS]	Final consumption expenditure (constant 2010 US$) [NE.CON.TOTL.KD]
"Venezuela, RB"	VEN	2015	YR2015	..	..	..	..	31155134	1.346707547	..	34.28246585	..	..	6.2842	772.0200863	6.818600178	..	19.395	96.60521698	5.567	19.325	-8235000000	1.952887316	..
British Virgin Islands	VGB	1990	YR1990	..	..	..	..	16461	3.467483752	..	..	..	..	..	..	..	72.916993	..	..	..	..	..	..	..
British Virgin Islands	VGB	2005	YR2005	..	..	..	..	23168	2.7436143	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
British Virgin Islands	VGB	2015	YR2015	..	..	..	..	30113	1.758809848	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Virgin Islands (U.S.)	VIR	1990	YR1990	..	..	..	..	103963	2.850869155	..	..	..	..	1	..	2.799999952	45.298507	..	..	4.625	21.4	..	..	..
Virgin Islands (U.S.)	VIR	2005	YR2005	4232596793	3.632264529	..	..	108454	-0.01198593	..	..	2436106845	..	1	..	..	48.057551	..	..	6.1	14.8	..	..	..
Virgin Islands (U.S.)	VIR	2015	YR2015	3165495402	0.194300518	..	..	107710	-0.161414546	..	..	2286130217	..	1	..	..	..	..	..	7.3	13.2	..	..	..
Vietnam	VNM	1990	YR1990	29458481786	5.10091814	..	..	68209605	2.152020819	2768664862	21.37418271	..	..	6537.604686	..	..	99053.923	..	..	6.362	28.688	..	..	..
Vietnam	VNM	2005	YR2005	85351803030	7.547247727	83891676087	-0.527699437	84308843	0.930870869	13362172303	24.04169192	54916540834	70.95984961	15858.91667	59.92582917	..	232509.773	11.025	..	5.565	16.926	-2735189000	6.800521382	59443021093
Vietnam	VNM	2015	YR2015	1.55E+11	6.679288789	1.46E+11	6.280879408	93571567	1.103247173	23779830272	40.36346108	1.03E+11	137.6490925	21697.5675	145.7725496	1.858500004	..	6.96	..	5.806	16.923	3096000000	7.881061253	1.13E+11
Vanuatu	VUT	1990	YR1990	376065472.5	11.70648473	..	..	146634	2.615155786	..	..	..	131.7989429	117.06125	55.86604425	..	433.35203	17.33333333	..	8.133	36.076	-29295654.52	..	..
Vanuatu	VUT	2005	YR2005	549652584.8	5.30285231	513395931.5	3.720158977	209370	2.528229303	19624625.06	..	381594328.2	98.63439557	109.2458333	83.90493721	..	436.13738	7.466666667	..	5.33	29.427	-27947217.58	..	474273849.1
Vanuatu	VUT	2015	YR2015	747161562.6	-0.801094177	..	..	264603	2.198184614	..	..	..	80.89588577	108.9891667	107.1441723	..	..	3.625	..	4.782	26.173	-165226388.7	..	..
World	WLD	1990	YR1990	3.79E+13	2.92182862	3.87E+13	3.285133853	5288103214	1.738151777	..	..	2.23E+13	..	..	..	..	38232170.06	..	75.44227	9.239409978	25.88175876	..	..	2.85E+13
World	WLD	2005	YR2005	5.81E+13	3.83004478	5.83E+13	3.799970477	6520298763	1.24962056	9.67E+12	..	3.43E+13	95.94774225	..	..	..	47216058.67	..	83.00066	8.20924818	20.55094411	..	6.874812696	4.36E+13
World	WLD	2015	YR2015	7.57E+13	2.856945528	7.58E+13	2.994535113	7357559450	1.185982676	1.16E+13	..	4.20E+13	120.7579777	..	..	..	..	..	86.01721	7.659579975	19.07853278	..	6.329331143	5.52E+13
Samoa	WSM	1990	YR1990	380090918.7	-4.421450949	..	..	162866	0.534378734	..	..	..	41.65157552	2.309851667	41.58193262	..	287.10673	..	..	7.268	33.118	-50405834.14	..	..
Samoa	WSM	2005	YR2005	613922840.7	4.156492103	..	..	179929	0.640073552	111865848.3	..	..	38.35781235	2.710336734	76.4052396	..	307.20583	11.4275	..	5.731	29.494	-114340309.5	..	..
Samoa	WSM	2015	YR2015	688824101.8	1.634776026	..	..	193759	0.761046961	63632128.94	..	..	44.55817567	2.560873688	108.3513368	..	..	9.508333333	..	4.983	25.118	-152306007.5	..	..
Kosovo	XKX	1990	YR1990	..	..	..	..	1862000	1.897590146	..	..	..	..	..	..	..	..	..	..	6.7	29.6	..	..	..
Kosovo	XKX	2005	YR2005	4745022534	6.033229748	..	..	1705780	0.067909885	..	..	..	28.80360739	..	86.2374208	41.40000153	..	14.00366627	..	7	20.9	-1351616507	..	..
Kosovo	XKX	2015	YR2015	6850530808	4.094454536	6962426329	3.625983172	1801800	-1.103885809	773946494.8	..	6204243483	41.81033983	0.901658962	111.8058144	32.93000031	..	7.69	..	7	17.1	-1827949364	2.874408227	7157571114
"Yemen, Rep."	YEM	1990	YR1990	11726468810	..	..	..	12057039	4.528042995	1230063346	29.51599115	..	47.10999067	12.0100612	3.844686334	..	12850.0134	..	..	11.472	52.084	..	24.59528039	..
"Yemen, Rep."	YEM	2005	YR2005	25002176982	5.591748076	22442387244	5.619312692	20582927	2.787663614	2003191140	2.555506111	16052150612	32.0461206	191.5091667	59.96574822	16.04999924	32666.189	..	..	7.998	36.526	830926947	13.24021669	16811670239
"Yemen, Rep."	YEM	2015	YR2015	18164766630	-37.14675128	17486004785	-35.56101986	26916207	2.520254045	1773845086	2.064957172	17739877653	..	214.89	..	..	..	..	..	6.543	32.224	-5830133441	..	17894090465
South Africa	ZAF	1990	YR1990	2.23E+11	-0.317785676	2.16E+11	-0.577964495	37560525	2.206351863	34075004780	27.84793234	1.18E+11	52.15654696	2.587320833	25.43051237	..	349202.002	21	..	8.28	29.075	6143184714	..	1.63E+11
South Africa	ZAF	2005	YR2005	3.22E+11	5.277111735	3.16E+11	5.238089747	48820586	1.181023148	45110349349	25.5788194	1.87E+11	66.97005022	6.359328333	74.25677316	29.25309944	498312.886	10.625	..	14.317	23.331	-633341903.5	4.911666439	2.48E+11
South Africa	ZAF	2015	YR2015	4.19E+11	1.279538256	4.08E+11	1.452734104	55291225	1.368770441	52053889637	24.42803382	2.53E+11	73.43785531	12.75893088	130.2686073	25.15600014	..	9.416666667	94.36791992	10.102	21.297	-4050757135	3.343453461	3.37E+11
Zambia	ZMB	1990	YR1990	8388243439	-0.481072028	..	..	8027253	2.694995223	841105793.1	15.77172609	..	21.82495147	0.030289108	0.216872579	15	209648.8201	35.10416667	64.9982605	17.994	45.22	-536800000	..	..
Zambia	ZMB	2005	YR2005	13350512768	7.235599007	..	..	12052156	2.69450644	1275094015	21.08267504	..	15.49710163	4.463503311	59.91577845	15.89999962	396446.481	28.20949167	..	13.757	42.967	254704736.5	7.45748503	..
Zambia	ZMB	2015	YR2015	26058118447	2.91988111	..	..	16100587	3.024123253	2123616352	21.08267504	..	25.77263128	8.632355962	144.0420615	..	..	13.25	..	7.998	38.441	-645149166.6	6.237462411	..
Zimbabwe	ZWE	1990	YR1990	12953439423	6.988552933	..	..	10183113	2.793947016	2161381415	..	..	23.13715488	0.002454518	..	..	35100.59	11.70833333	..	9.612	37.418	11314892.34	..	..
Zimbabwe	ZWE	2005	YR2005	10501650600	-5.711083833	10172864166	..	12940032	1.263908947	1323628755	..	6312428062	45.40070986	22.3890396	..	..	59894.603	235.675	..	16.04	34.727	..	9.144050104	7385512577
Zimbabwe	ZWE	2015	YR2015	14728302049	1.689594592	12925425240	1.005216749	15777451	2.345642971	1257049732	..	11920386416	..	..	106.2245411	..	..	8.541771335	..	8.402	33.937	-3502975543	9.280044346	15921781924
